"SECTOR","STATE","POLLUTANT","POLLUTANT TYPE","EMISSIONS","UNIT OF MEASURE"
"Industrial Processes - Non-ferrous Metals","VA","PM2.5 Primary (Filt + Cond)","CAP","2.6446458354","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","OR","Ammonia","CAP","2.6399387785","TON"
"Fuel Comb - Electric Generation - Other","AL","Carbon Monoxide","CAP","2.639","TON"
"Industrial Processes - Oil & Gas Production","MD","Carbon Monoxide","CAP","2.6341827","TON"
"Solvent - Graphic Arts","NC","PM2.5 Primary (Filt + Cond)","CAP","2.62727011","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","ND","Sulfur Dioxide","CAP","2.6233178618","TON"
"Mobile - Non-Road Equipment - Gasoline","RI","Ammonia","CAP","2.61038057762570000002321136638","TON"
"Fires - Agricultural Field Burning","WV","Nitrogen Oxides","CAP","2.606558","TON"
"Fuel Comb - Electric Generation - Natural Gas","ID","Sulfur Dioxide","CAP","2.600808711","TON"
"Solvent - Industrial Surface Coating & Solvent Use","SD","PM10 Primary (Filt + Cond)","CAP","2.6","TON"
"Solvent - Industrial Surface Coating & Solvent Use","ME","Nitrogen Oxides","CAP","2.599167","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","WI","Ammonia","CAP","2.59258944475","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MO","PM10 Primary (Filt + Cond)","CAP","2.5898451613","TON"
"Mobile - Commercial Marine Vessels","NC","Ammonia","CAP","2.58682215089639","TON"
"Industrial Processes - Storage and Transfer","RI","PM2.5 Primary (Filt + Cond)","CAP","2.5859971","TON"
"Waste Disposal","VI","Ammonia","CAP","2.5856","TON"
"Fuel Comb - Comm/Institutional - Oil","TN","Ammonia","CAP","2.578534163625","TON"
"Fuel Comb - Electric Generation - Oil","IA","Volatile Organic Compounds","CAP","2.5782022","TON"
"Mobile - Locomotives","NJ","Ammonia","CAP","2.569180628","TON"
"Mobile - Commercial Marine Vessels","IN","Ammonia","CAP","2.5652824528","TON"
"Solvent - Industrial Surface Coating & Solvent Use","MN","Sulfur Dioxide","CAP","2.5649810765","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","VI","Volatile Organic Compounds","CAP","2.562900076","TON"
"Industrial Processes - Storage and Transfer","DE","Nitrogen Oxides","CAP","2.5614473","TON"
"Industrial Processes - Ferrous Metals","NE","Volatile Organic Compounds","CAP","2.5600001","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MA","Sulfur Dioxide","CAP","2.5537219778","TON"
"Fuel Comb - Comm/Institutional - Other","ND","PM10 Primary (Filt + Cond)","CAP","2.548","TON"
"Fuel Comb - Comm/Institutional - Other","ND","PM2.5 Primary (Filt + Cond)","CAP","2.548","TON"
"Fuel Comb - Residential - Other","KS","Sulfur Dioxide","CAP","2.546858878","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","MO","PM2.5 Primary (Filt + Cond)","CAP","2.5467360927","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","WA","Volatile Organic Compounds","CAP","2.5439999235","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","DE","Ammonia","CAP","2.539443405","TON"
"Fuel Comb - Comm/Institutional - Other","ID","Volatile Organic Compounds","CAP","2.53533393","TON"
"Fuel Comb - Residential - Other","CO","PM2.5 Primary (Filt + Cond)","CAP","2.53359189","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","DE","Ammonia","CAP","2.531297","TON"
"Fuel Comb - Comm/Institutional - Oil","WA","PM10 Primary (Filt + Cond)","CAP","2.5307310108","TON"
"Fuel Comb - Comm/Institutional - Other","WV","PM10 Primary (Filt + Cond)","CAP","2.5231519755","TON"
"Industrial Processes - Chemical Manuf","AZ","Carbon Monoxide","CAP","2.52","TON"
"Fuel Comb - Residential - Other","MA","Sulfur Dioxide","CAP","2.5187398","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","RI","Sulfur Dioxide","CAP","2.515543","TON"
"Industrial Processes - Petroleum Refineries","MO","PM2.5 Primary (Filt + Cond)","CAP","2.5148","TON"
"Solvent - Graphic Arts","MD","Carbon Monoxide","CAP","2.5147366","TON"
"Fuel Comb - Electric Generation - Other","WA","Volatile Organic Compounds","CAP","2.51","TON"
"Fuel Comb - Comm/Institutional - Other","IL","Ammonia","CAP","2.5037822406","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","NE","PM2.5 Primary (Filt + Cond)","CAP","2.501021969516","TON"
"Solvent - Industrial Surface Coating & Solvent Use","SD","PM2.5 Primary (Filt + Cond)","CAP","2.5","TON"
"Fuel Comb - Comm/Institutional - Coal","MT","Carbon Monoxide","CAP","2.49999964","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","OR","Sulfur Dioxide","CAP","2.49896314368","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","AK","Sulfur Dioxide","CAP","2.4959502966992369","TON"
"Industrial Processes - Petroleum Refineries","RI","Nitrogen Oxides","CAP","2.493","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","CA","Volatile Organic Compounds","CAP","2.49294480174","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","AZ","Volatile Organic Compounds","CAP","2.4926354651","TON"
"Fuel Comb - Comm/Institutional - Other","WV","PM2.5 Primary (Filt + Cond)","CAP","2.490585349","TON"
"Fuel Comb - Residential - Oil","MO","PM10 Primary (Filt + Cond)","CAP","2.484720361","TON"
"Solvent - Industrial Surface Coating & Solvent Use","DE","Carbon Monoxide","CAP","2.48442","TON"
"Mobile - Non-Road Equipment - Other","PR","Sulfur Dioxide","CAP","2.4783091817755360000157389130736","TON"
"Industrial Processes - Pulp & Paper","NV","Volatile Organic Compounds","CAP","2.47774","TON"
"Fuel Comb - Comm/Institutional - Oil","MT","Volatile Organic Compounds","CAP","2.4773210732","TON"
"Miscellaneous Non-Industrial NEC","OR","Sulfur Dioxide","CAP","2.476201889","TON"
"Mobile - Locomotives","SC","Ammonia","CAP","2.476029168","TON"
"Fuel Comb - Comm/Institutional - Coal","NY","Ammonia","CAP","2.475011","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MT","Ammonia","CAP","2.471634794","TON"
"Industrial Processes - Oil & Gas Production","GA","Carbon Monoxide","CAP","2.47","TON"
"Fuel Comb - Residential - Other","KY","Sulfur Dioxide","CAP","2.46319844","TON"
"Industrial Processes - Storage and Transfer","WI","Sulfur Dioxide","CAP","2.45329198","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VT","Ammonia","CAP","2.45315599","TON"
"Industrial Processes - Storage and Transfer","CO","Sulfur Dioxide","CAP","2.449884","TON"
"Fuel Comb - Electric Generation - Oil","UT","PM10 Primary (Filt + Cond)","CAP","2.4481","TON"
"Fuel Comb - Residential - Other","GA","PM10 Primary (Filt + Cond)","CAP","2.446545345","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","SD","Sulfur Dioxide","CAP","2.4396065404","TON"
"Industrial Processes - Oil & Gas Production","GA","Sulfur Dioxide","CAP","2.437","TON"
"Mobile - Non-Road Equipment - Diesel","DC","Ammonia","CAP","2.4344967391","TON"
"Fuel Comb - Residential - Natural Gas","DE","PM2.5 Primary (Filt + Cond)","CAP","2.43294","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","DE","PM2.5 Primary (Filt + Cond)","CAP","2.42911775","TON"
"Industrial Processes - Pulp & Paper","NE","PM2.5 Primary (Filt + Cond)","CAP","2.42647","TON"
"Mobile - Non-Road Equipment - Diesel","VT","Ammonia","CAP","2.424469103215400000014687613","TON"
"Solvent - Graphic Arts","OK","PM10 Primary (Filt + Cond)","CAP","2.424","TON"
"Solvent - Graphic Arts","OK","PM2.5 Primary (Filt + Cond)","CAP","2.424","TON"
"Fuel Comb - Electric Generation - Biomass","VT","Sulfur Dioxide","CAP","2.42","TON"
"Mobile - Locomotives","MA","Ammonia","CAP","2.41783763","TON"
"Fuel Comb - Electric Generation - Other","AZ","Nitrogen Oxides","CAP","2.4175","TON"
"Solvent - Graphic Arts","IA","Nitrogen Oxides","CAP","2.41","TON"
"Mobile - Non-Road Equipment - Diesel","RI","Ammonia","CAP","2.409907753509000000001633931","TON"
"Mobile - Non-Road Equipment - Other","IA","Sulfur Dioxide","CAP","2.40672075147812000001123307666","TON"
"Fuel Comb - Electric Generation - Oil","NH","PM2.5 Primary (Filt + Cond)","CAP","2.40318878","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","SD","Sulfur Dioxide","CAP","2.4","TON"
"Industrial Processes - Petroleum Refineries","ND","Ammonia","CAP","2.4","TON"
"Fuel Comb - Comm/Institutional - Oil","AR","PM2.5 Primary (Filt + Cond)","CAP","2.3987046763","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","IN","Ammonia","CAP","2.39530821","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","WV","Sulfur Dioxide","CAP","2.392872841","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","HI","Sulfur Dioxide","CAP","2.39143172484154","TON"
"Fuel Comb - Residential - Wood","DC","Ammonia","CAP","2.39082724","TON"
"Fuel Comb - Comm/Institutional - Biomass","RI","Sulfur Dioxide","CAP","2.387498","TON"
"Fuel Comb - Comm/Institutional - Coal","MO","Volatile Organic Compounds","CAP","2.3833","TON"
"Fuel Comb - Residential - Oil","GA","Carbon Monoxide","CAP","2.377500038","TON"
"Industrial Processes - Oil & Gas Production","IA","Carbon Monoxide","CAP","2.37","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","CT","Sulfur Dioxide","CAP","2.3694936","TON"
"Fires - Agricultural Field Burning","AZ","Sulfur Dioxide","CAP","2.3688","TON"
"Fuel Comb - Comm/Institutional - Biomass","TN","Ammonia","CAP","2.364477639","TON"
"Mobile - Non-Road Equipment - Other","AR","Sulfur Dioxide","CAP","2.3592391364625700000089788794","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","WV","Ammonia","CAP","2.356318614","TON"
"Fuel Comb - Electric Generation - Oil","WV","Ammonia","CAP","2.34471","TON"
"Mobile - Locomotives","RI","Volatile Organic Compounds","CAP","2.342126","TON"
"Fuel Comb - Comm/Institutional - Other","IA","PM10 Primary (Filt + Cond)","CAP","2.340896621","TON"
"Fuel Comb - Residential - Other","TN","PM10 Primary (Filt + Cond)","CAP","2.33543804","TON"
"Fuel Comb - Electric Generation - Oil","MT","Sulfur Dioxide","CAP","2.3325","TON"
"Fuel Comb - Comm/Institutional - Biomass","NM","Ammonia","CAP","2.325180437","TON"
"Fuel Comb - Residential - Natural Gas","NH","Sulfur Dioxide","CAP","2.32438988","TON"
"Solvent - Industrial Surface Coating & Solvent Use","DE","PM2.5 Primary (Filt + Cond)","CAP","2.31965563376","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","VI","Nitrogen Oxides","CAP","2.3160246","TON"
"Solvent - Dry Cleaning","DC","Volatile Organic Compounds","CAP","2.31","TON"
"Industrial Processes - Cement Manuf","NC","PM10 Primary (Filt + Cond)","CAP","2.31","TON"
"Industrial Processes - Cement Manuf","NC","PM2.5 Primary (Filt + Cond)","CAP","2.31","TON"
"Fuel Comb - Residential - Other","GA","Ammonia","CAP","2.305312012","TON"
"Fuel Comb - Comm/Institutional - Oil","AZ","PM10 Primary (Filt + Cond)","CAP","2.302173342","TON"
"Solvent - Degreasing","MS","PM2.5 Primary (Filt + Cond)","CAP","2.3","TON"
"Solvent - Industrial Surface Coating & Solvent Use","VA","Sulfur Dioxide","CAP","2.3","TON"
"Solvent - Degreasing","MS","PM10 Primary (Filt + Cond)","CAP","2.3","TON"
"Fuel Comb - Comm/Institutional - Oil","WA","PM2.5 Primary (Filt + Cond)","CAP","2.2955619554","TON"
"Fuel Comb - Residential - Oil","AL","Carbon Monoxide","CAP","2.295000252","TON"
"Fuel Comb - Residential - Oil","ND","Volatile Organic Compounds","CAP","2.29267562601","TON"
"Fuel Comb - Residential - Other","HI","Volatile Organic Compounds","CAP","2.289704","TON"
"Solvent - Graphic Arts","WI","PM2.5 Primary (Filt + Cond)","CAP","2.287839","TON"
"Industrial Processes - Petroleum Refineries","MO","Sulfur Dioxide","CAP","2.2743","TON"
"Fuel Comb - Comm/Institutional - Biomass","AL","Ammonia","CAP","2.26999918","TON"
"Fuel Comb - Residential - Oil","TX","Sulfur Dioxide","CAP","2.26","TON"
"Fires - Wildfires","PR","PM2.5 Primary (Filt + Cond)","CAP","2.253111833","TON"
"Fuel Comb - Comm/Institutional - Oil","AZ","PM2.5 Primary (Filt + Cond)","CAP","2.251621967","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","WY","PM2.5 Primary (Filt + Cond)","CAP","2.248","TON"
"Fuel Comb - Comm/Institutional - Other","ME","PM10 Primary (Filt + Cond)","CAP","2.24109237456","TON"
"Fuel Comb - Residential - Oil","OK","Nitrogen Oxides","CAP","2.240999315","TON"
"Industrial Processes - Cement Manuf","ME","Ammonia","CAP","2.2336","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","NY","Ammonia","CAP","2.225856","TON"
"Fuel Comb - Residential - Oil","MO","PM2.5 Primary (Filt + Cond)","CAP","2.223719864","TON"
"Fires - Agricultural Field Burning","WI","Sulfur Dioxide","CAP","2.2213688","TON"
"Miscellaneous Non-Industrial NEC","MS","Sulfur Dioxide","CAP","2.21561135","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","MO","Ammonia","CAP","2.2103","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","RI","Carbon Monoxide","CAP","2.2093535","TON"
"Mobile - Non-Road Equipment - Diesel","AK","Ammonia","CAP","2.2091765748858900011054252725528","TON"
"Miscellaneous Non-Industrial NEC","AR","Sulfur Dioxide","CAP","2.2090841","TON"
"Fuel Comb - Residential - Other","KS","PM10 Primary (Filt + Cond)","CAP","2.207277296","TON"
"Industrial Processes - Storage and Transfer","KY","Sulfur Dioxide","CAP","2.20700168","TON"
"Fuel Comb - Residential - Oil","WY","Carbon Monoxide","CAP","2.204999265","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","NE","Sulfur Dioxide","CAP","2.19934370060493","TON"
"Fuel Comb - Residential - Other","OK","Sulfur Dioxide","CAP","2.1942903","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","MO","Ammonia","CAP","2.1888908093","TON"
"Miscellaneous Non-Industrial NEC","PR","Sulfur Dioxide","CAP","2.18624486","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","ME","Sulfur Dioxide","CAP","2.1847680731377","TON"
"Fuel Comb - Electric Generation - Oil","UT","PM2.5 Primary (Filt + Cond)","CAP","2.1806","TON"
"Mobile - On-Road Diesel Light Duty Vehicles","VI","Volatile Organic Compounds","CAP","2.1781895","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","MN","Ammonia","CAP","2.1714355015","TON"
"Fuel Comb - Comm/Institutional - Coal","IN","Volatile Organic Compounds","CAP","2.1677418","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","RI","PM10 Primary (Filt + Cond)","CAP","2.167537775","TON"
"Fuel Comb - Comm/Institutional - Biomass","CT","Ammonia","CAP","2.1674998","TON"
"Industrial Processes - Oil & Gas Production","KS","Ammonia","CAP","2.167","TON"
"Miscellaneous Non-Industrial NEC","CT","Sulfur Dioxide","CAP","2.1650721","TON"
"Industrial Processes - Storage and Transfer","WY","Sulfur Dioxide","CAP","2.1590205","TON"
"Fuel Comb - Electric Generation - Other","MT","PM2.5 Primary (Filt + Cond)","CAP","2.1582","TON"
"Miscellaneous Non-Industrial NEC","UT","Sulfur Dioxide","CAP","2.156087728","TON"
"Fuel Comb - Comm/Institutional - Biomass","IL","Nitrogen Oxides","CAP","2.1558","TON"
"Industrial Processes - Petroleum Refineries","SC","Nitrogen Oxides","CAP","2.153355","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","CT","Ammonia","CAP","2.15109155809","TON"
"Fires - Agricultural Field Burning","UT","Sulfur Dioxide","CAP","2.1442118","TON"
"Fuel Comb - Electric Generation - Oil","MO","Volatile Organic Compounds","CAP","2.144","TON"
"Fuel Comb - Electric Generation - Oil","NE","Sulfur Dioxide","CAP","2.1439067","TON"
"Gas Stations","IL","Nitrogen Oxides","CAP","2.13646","TON"
"Fuel Comb - Electric Generation - Biomass","NY","PM10 Primary (Filt + Cond)","CAP","2.135961","TON"
"Fuel Comb - Residential - Other","KY","PM10 Primary (Filt + Cond)","CAP","2.1347719","TON"
"Fuel Comb - Comm/Institutional - Oil","AK","Ammonia","CAP","2.1333166713","TON"
"Industrial Processes - Storage and Transfer","WV","Carbon Monoxide","CAP","2.1326662954","TON"
"Fuel Comb - Comm/Institutional - Other","ME","Sulfur Dioxide","CAP","2.1204170978","TON"
"Fuel Comb - Electric Generation - Oil","MN","Volatile Organic Compounds","CAP","2.1200898672","TON"
"Industrial Processes - Storage and Transfer","MS","Sulfur Dioxide","CAP","2.12","TON"
"Fuel Comb - Electric Generation - Coal","HI","Volatile Organic Compounds","CAP","2.116681","TON"
"Miscellaneous Non-Industrial NEC","IA","Sulfur Dioxide","CAP","2.11649326","TON"
"Mobile - Locomotives","SD","Sulfur Dioxide","CAP","2.11630524","TON"
"Fuel Comb - Comm/Institutional - Coal","IL","Volatile Organic Compounds","CAP","2.110738","TON"
"Fuel Comb - Residential - Oil","KY","Volatile Organic Compounds","CAP","2.108400531","TON"
"Fuel Comb - Residential - Oil","ID","Volatile Organic Compounds","CAP","2.1074752919","TON"
"Industrial Processes - Storage and Transfer","SC","Sulfur Dioxide","CAP","2.102","TON"
"Fuel Comb - Electric Generation - Other","RI","PM10 Primary (Filt + Cond)","CAP","2.1","TON"
"Fuel Comb - Electric Generation - Biomass","VT","PM2.5 Primary (Filt + Cond)","CAP","2.1","TON"
"Fuel Comb - Residential - Oil","UT","Carbon Monoxide","CAP","2.099999925","TON"
"Fuel Comb - Residential - Other","MA","PM10 Primary (Filt + Cond)","CAP","2.0989502","TON"
"Fuel Comb - Residential - Other","MA","Ammonia","CAP","2.0989502","TON"
"Industrial Processes - Non-ferrous Metals","IA","Ammonia","CAP","2.092","TON"
"Agriculture - Crops & Livestock Dust","PR","PM2.5 Primary (Filt + Cond)","CAP","2.08568551","TON"
"Fuel Comb - Residential - Other","TN","Sulfur Dioxide","CAP","2.0800444","TON"
"Solvent - Dry Cleaning","WV","Volatile Organic Compounds","CAP","2.0799998","TON"
"Fuel Comb - Residential - Other","KS","Ammonia","CAP","2.079856401","TON"
"Fuel Comb - Comm/Institutional - Oil","AL","Volatile Organic Compounds","CAP","2.07929","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","DE","PM2.5 Primary (Filt + Cond)","CAP","2.0712338","TON"
"Industrial Processes - NEC","VT","Ammonia","CAP","2.067","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","RI","PM2.5 Primary (Filt + Cond)","CAP","2.06125023","TON"
"Fuel Comb - Residential - Other","NE","Sulfur Dioxide","CAP","2.05326242","TON"
"Industrial Processes - Non-ferrous Metals","NV","Ammonia","CAP","2.0505","TON"
"Solvent - Industrial Surface Coating & Solvent Use","ME","Carbon Monoxide","CAP","2.0490255","TON"
"Fuel Comb - Comm/Institutional - Oil","MT","PM10 Primary (Filt + Cond)","CAP","2.048866708","TON"
"Fuel Comb - Residential - Other","CT","Sulfur Dioxide","CAP","2.047287","TON"
"Fuel Comb - Residential - Oil","DC","Volatile Organic Compounds","CAP","2.0433","TON"
"Fires - Agricultural Field Burning","MD","PM10 Primary (Filt + Cond)","CAP","2.0433","TON"
"Fires - Agricultural Field Burning","MA","PM10 Primary (Filt + Cond)","CAP","2.0433","TON"
"Fuel Comb - Residential - Other","MT","Sulfur Dioxide","CAP","2.04250534","TON"
"Fuel Comb - Residential - Oil","IA","Volatile Organic Compounds","CAP","2.0412004431","TON"
"Mobile - Non-Road Equipment - Other","WY","PM10 Primary (Filt + Cond)","CAP","2.040661353102000000008746317","TON"
"Mobile - Non-Road Equipment - Other","WY","PM2.5 Primary (Filt + Cond)","CAP","2.040347183693000000008746317","TON"
"Fuel Comb - Industrial Boilers, ICEs - Coal","OR","Volatile Organic Compounds","CAP","2.040000344","TON"
"Solvent - Graphic Arts","IA","Carbon Monoxide","CAP","2.04","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","PR","Sulfur Dioxide","CAP","2.0303224607518","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","NM","Nitrogen Oxides","CAP","2.03022524","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","RI","Sulfur Dioxide","CAP","2.02949427","TON"
"Fuel Comb - Residential - Natural Gas","NH","PM10 Primary (Filt + Cond)","CAP","2.0288116","TON"
"Fuel Comb - Electric Generation - Other","RI","PM2.5 Primary (Filt + Cond)","CAP","2.02781","TON"
"Fuel Comb - Residential - Other","GA","PM2.5 Primary (Filt + Cond)","CAP","2.023105253","TON"
"Fuel Comb - Residential - Other","TN","PM2.5 Primary (Filt + Cond)","CAP","2.02138127","TON"
"Industrial Processes - Storage and Transfer","NJ","Sulfur Dioxide","CAP","2.0176","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","NH","PM10 Primary (Filt + Cond)","CAP","2.0154514082","TON"
"Fuel Comb - Residential - Other","KY","Ammonia","CAP","2.01153605","TON"
"Mobile - On-Road non-Diesel Heavy Duty Vehicles","WY","Ammonia","CAP","2.0090402597","TON"
"Fuel Comb - Comm/Institutional - Other","NC","Ammonia","CAP","2.007429982","TON"
"Industrial Processes - Pulp & Paper","ND","Nitrogen Oxides","CAP","2","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","NH","PM2.5 Primary (Filt + Cond)","CAP","1.9974514082","TON"
"Agriculture - Crops & Livestock Dust","VI","PM10 Primary (Filt + Cond)","CAP","1.9967518","TON"
"Fuel Comb - Residential - Oil","NE","Carbon Monoxide","CAP","1.9912490131","TON"
"Fuel Comb - Residential - Other","MS","Sulfur Dioxide","CAP","1.98872432","TON"
"Fuel Comb - Residential - Other","WA","Sulfur Dioxide","CAP","1.9815536","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","AK","Sulfur Dioxide","CAP","1.98024997318","TON"
"Mobile - Commercial Marine Vessels","TN","Ammonia","CAP","1.9784439556","TON"
"Fuel Comb - Comm/Institutional - Oil","NE","PM10 Primary (Filt + Cond)","CAP","1.97325168","TON"
"Fuel Comb - Electric Generation - Oil","KS","Volatile Organic Compounds","CAP","1.966121452","TON"
"Mobile - Commercial Marine Vessels","SC","Ammonia","CAP","1.9660552849099","TON"
"Fuel Comb - Electric Generation - Oil","WV","Volatile Organic Compounds","CAP","1.965952323","TON"
"Industrial Processes - Non-ferrous Metals","NC","Ammonia","CAP","1.9620081","TON"
"Fuel Comb - Residential - Other","ID","Ammonia","CAP","1.95211009","TON"
"Fuel Comb - Electric Generation - Oil","MT","Volatile Organic Compounds","CAP","1.9514","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","UT","Volatile Organic Compounds","CAP","1.9489391149","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","KY","Ammonia","CAP","1.947598653","TON"
"Mobile - Commercial Marine Vessels","VA","Ammonia","CAP","1.94493255531511","TON"
"Fuel Comb - Comm/Institutional - Oil","LA","PM10 Primary (Filt + Cond)","CAP","1.9435806968","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","ID","Ammonia","CAP","1.9422889037","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","WA","Ammonia","CAP","1.94191049335","TON"
"Bulk Gasoline Terminals","MI","Nitrogen Oxides","CAP","1.94168","TON"
"Mobile - Commercial Marine Vessels","WI","Ammonia","CAP","1.935066974378","TON"
"Fuel Comb - Residential - Other","ME","Sulfur Dioxide","CAP","1.9301621","TON"
"Fuel Comb - Comm/Institutional - Natural Gas","NH","Ammonia","CAP","1.93","TON"
"Fuel Comb - Comm/Institutional - Oil","KS","Sulfur Dioxide","CAP","1.9274592821","TON"
"Fuel Comb - Residential - Oil","NV","PM10 Primary (Filt + Cond)","CAP","1.926355205","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","NY","Ammonia","CAP","1.92039","TON"
"Industrial Processes - Mining","KS","Nitrogen Oxides","CAP","1.91928","TON"
"Fuel Comb - Industrial Boilers, ICEs - Natural Gas","NH","Sulfur Dioxide","CAP","1.9190284","TON"
"Fuel Comb - Residential - Oil","IL","Ammonia","CAP","1.9150799354","TON"
"Fuel Comb - Comm/Institutional - Oil","LA","PM2.5 Primary (Filt + Cond)","CAP","1.9141866779","TON"
"Fires - Prescribed Fires","RI","Ammonia","CAP","1.911711","TON"
"Fuel Comb - Industrial Boilers, ICEs - Biomass","HI","Volatile Organic Compounds","CAP","1.909","TON"
"Fuel Comb - Residential - Other","OK","PM10 Primary (Filt + Cond)","CAP","1.9017183","TON"
"Fuel Comb - Electric Generation - Oil","WI","Ammonia","CAP","1.89495084","TON"
"Fuel Comb - Comm/Institutional - Coal","MI","Volatile Organic Compounds","CAP","1.8942","TON"
"Fuel Comb - Residential - Other","ND","Sulfur Dioxide","CAP","1.89311268","TON"
"Mobile - Locomotives","SD","Ammonia","CAP","1.87764972","TON"
"Fuel Comb - Comm/Institutional - Biomass","MS","Ammonia","CAP","1.87750011","TON"
"Fires - Wildfires","PR","Nitrogen Oxides","CAP","1.87626827","TON"
"Fuel Comb - Residential - Other","VT","Sulfur Dioxide","CAP","1.8751861","TON"
"Fuel Comb - Comm/Institutional - Biomass","OK","Ammonia","CAP","1.874998915","TON"
"Mobile - Commercial Marine Vessels","TN","Sulfur Dioxide","CAP","1.873109194","TON"
"Miscellaneous Non-Industrial NEC","KS","Sulfur Dioxide","CAP","1.87018513","TON"
"Solvent - Graphic Arts","FL","Nitrogen Oxides","CAP","1.87","TON"
"Fuel Comb - Comm/Institutional - Oil","KS","PM10 Primary (Filt + Cond)","CAP","1.8682150591","TON"
"Fuel Comb - Comm/Institutional - Other","VI","Carbon Monoxide","CAP","1.8650407","TON"
"Fuel Comb - Electric Generation - Oil","MO","Ammonia","CAP","1.8615","TON"
"Solvent - Dry Cleaning","ID","Volatile Organic Compounds","CAP","1.86","TON"
"Fuel Comb - Comm/Institutional - Biomass","IA","Ammonia","CAP","1.85699247","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","VT","Ammonia","CAP","1.854621254","TON"
"Industrial Processes - Oil & Gas Production","MD","Nitrogen Oxides","CAP","1.8545918","TON"
"Industrial Processes - Storage and Transfer","MD","Ammonia","CAP","1.854","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","PR","PM10 Primary (Filt + Cond)","CAP","1.851564","TON"
"Industrial Processes - NEC","PR","Nitrogen Oxides","CAP","1.84","TON"
"Fuel Comb - Industrial Boilers, ICEs - Other","PR","PM2.5 Primary (Filt + Cond)","CAP","1.832394","TON"
"Industrial Processes - Mining","NM","Carbon Monoxide","CAP","1.83","TON"
"Fuel Comb - Residential - Other","KS","PM2.5 Primary (Filt + Cond)","CAP","1.825248066","TON"
"Fuel Comb - Industrial Boilers, ICEs - Oil","SD","PM10 Primary (Filt + Cond)","CAP","1.81129879","TON"
"Mobile - Non-Road Equipment - Other","NE","Sulfur Dioxide","CAP","1.81065194239697300054742452511","TON"
"Fuel Comb - Comm/Institutional - Coal","AK","Volatile Organic Compounds","CAP","1.8049632","TON"
"Fuel Comb - Comm/Institutional - Oil","KS","PM2.5 Primary (Filt + Cond)","CAP","1.7987508766","TON"
"Fuel Comb - Comm/Institutional - Other","ME","PM2.5 Primary (Filt + Cond)","CAP","1.79740048456","TON"
"Fuel Comb - Electric Generation - Oil","UT","Volatile Organic Compounds","CAP","1.7927","TON"
